DIA,MES,ANO,HORA,MINUTO,SEGUNDO,TEMPERATURA,PRESSAO,UMIDADE,IRRADIANCIA,VELOCIDADE,DIRECAO,CHUVA,PVTEMP(K),TENSAO,CORRENTE,PVTEMP(c)
10,2,2020,18,42,42,28.44,1005.37,97.64,0.46228,0,90,5,264.16,380.25,0.13331,-8.98999999999995
10,2,2020,18,42,43,28.27,1005.09,97.69,0.46228,0,180,5,264.46,380.5875,0.135,-8.69
10,2,2020,18,42,44,28.44,1005.37,97.9,0.46228,0,225,5,264.41,379.3875,0.13894,-8.73999999999995
10,2,2020,18,42,45,28.45,1005.35,97.75,0.46228,6.65,180,5,264.26,378.675,0.13275,-8.88999999999999
10,2,2020,18,42,46,28.45,1005.37,97.84,0,0,90,5,264.51,379.5375,0.13781,-8.63999999999999
10,2,2020,18,42,47,28.31,1005.17,97.88,0,0,0,5,264.81,380.025,0.13556,-8.33999999999998
10,2,2020,18,42,48,28.45,1005.41,97.76,0,6.65,45,5,264.91,380.3625,0.13219,-8.23999999999995
10,2,2020,18,42,49,28.44,1005.4,97.8,-0.46228,0,135,5,264.36,380.5875,0.13556,-8.78999999999996
10,2,2020,18,42,50,28.45,1005.38,97.85,0,6.65,180,5,265.31,379.95,0.12431,-7.83999999999998
10,2,2020,18,42,51,28.36,1005.26,97.87,0,0,135,5,264.64,379.3125,0.13612,-8.50999999999999
10,2,2020,18,42,52,28.45,1005.4,97.83,0,6.65,135,5,264.91,379.8,0.12994,-8.23999999999995
10,2,2020,18,42,53,28.44,1005.38,97.94,-0.46228,6.65,180,5,264.81,379.425,0.14119,-8.33999999999998
10,2,2020,18,42,54,28.44,1005.39,97.79,0,0,180,5,264.24,379.05,0.13163,-8.90999999999997
10,2,2020,18,42,55,28.41,1005.33,97.68,0,6.65,135,5,264.41,379.8375,0.13331,-8.73999999999995
10,2,2020,18,42,56,28.45,1005.4,97.88,0,6.65,90,5,264.71,380.7375,0.13669,-8.44
10,2,2020,18,42,57,28.44,1005.37,97.84,0,0,180,5,264.71,380.0625,0.13275,-8.44
10,2,2020,18,42,58,28.44,1005.35,97.7,0,6.65,135,5,264.74,379.4625,0.12994,-8.40999999999997
10,2,2020,18,42,59,28.45,1005.4,97.75,0,6.65,180,5,263.88,379.575,0.13331,-9.26999999999998
10,2,2020,18,43,0,28.45,1005.39,97.89,0,6.65,135,5,264.34,380.4,0.135,-8.81
10,2,2020,18,43,1,28.45,1005.37,97.72,0.46228,6.65,180,5,265.41,380.5125,0.13556,-7.73999999999995
10,2,2020,18,43,2,28.45,1005.41,97.79,0,6.65,180,5,264.06,379.575,0.12825,-9.08999999999998
10,2,2020,18,43,3,28.44,1005.41,97.77,0,6.65,180,5,264.51,379.6125,0.13163,-8.63999999999999
10,2,2020,18,43,4,28.45,1005.36,97.75,0,6.65,135,5,264.01,380.1,0.1305,-9.13999999999999
10,2,2020,18,43,5,28.45,1005.37,97.88,0,6.65,180,5,265.7,379.275,0.1305,-7.44999999999999
10,2,2020,18,43,6,28.45,1005.38,97.94,0.46228,13.3,135,5,263.71,380.55,0.13556,-9.44
10,2,2020,18,43,7,28.44,1005.37,97.73,0.46228,6.65,135,5,264.51,380.175,0.12769,-8.63999999999999
10,2,2020,18,43,8,28.45,1005.37,97.76,0.92456,6.65,180,5,264.51,378.9,0.13219,-8.63999999999999
10,2,2020,18,43,9,28.44,1005.37,97.72,0.92456,6.65,135,5,264.11,379.5375,0.12712,-9.03999999999996
10,2,2020,18,43,10,28.45,1005.38,97.82,0.46228,13.3,180,5,264.19,379.725,0.13444,-8.95999999999998
10,2,2020,18,43,11,28.44,1005.37,97.91,0.92456,6.65,135,5,264.01,379.5,0.12938,-9.13999999999999
10,2,2020,18,43,12,27.95,1004.56,97.69,0.46228,6.65,180,5,264.51,380.625,0.12769,-8.63999999999999
10,2,2020,18,43,13,28.45,1005.39,97.79,0.46228,13.3,180,5,264.94,379.125,0.13725,-8.20999999999998
10,2,2020,18,43,14,28.44,1005.4,97.8,0.46228,6.65,135,5,264.11,379.35,0.13669,-9.03999999999996
10,2,2020,18,43,15,28.44,1005.36,97.85,0,6.65,135,5,263.86,381.0375,0.13444,-9.28999999999996
10,2,2020,18,43,16,28.18,1004.95,97.76,0.46228,6.65,135,5,264.41,379.575,0.12825,-8.73999999999995
10,2,2020,18,43,17,28.44,1005.38,97.88,0.46228,13.3,135,5,264.29,380.1375,0.13275,-8.85999999999996
10,2,2020,18,43,18,28.44,1005.4,97.76,0.92456,6.65,180,5,264.01,379.275,0.135,-9.13999999999999
10,2,2020,18,43,19,28.35,1005.21,97.78,0.46228,6.65,180,5,264.51,379.9875,0.13275,-8.63999999999999
10,2,2020,18,43,20,28.23,1005.03,97.85,0,6.65,180,5,264.29,380.175,0.13387,-8.85999999999996
10,2,2020,18,43,21,28.44,1005.36,97.91,0,6.65,180,5,264.91,379.8375,0.12938,-8.23999999999995
10,2,2020,18,43,22,28.44,1005.35,97.83,-0.46228,6.65,180,5,264.91,379.425,0.13331,-8.23999999999995
10,2,2020,18,43,23,28.44,1005.37,97.89,0,6.65,180,5,263.91,379.95,0.13219,-9.23999999999995
10,2,2020,18,43,24,28.28,1005.11,97.79,0,6.65,180,5,263.93,380.0625,0.13106,-9.21999999999997
10,2,2020,18,43,25,28.44,1005.38,97.79,0,6.65,180,5,264.34,380.8125,0.13556,-8.81
10,2,2020,18,43,26,28.45,1005.4,97.75,0,0,135,5,264.36,379.8375,0.13444,-8.78999999999996
10,2,2020,18,43,27,28.45,1005.37,97.7,0,6.65,180,5,264.84,379.8375,0.13444,-8.31
10,2,2020,18,43,28,28.35,1005.25,97.88,0.46228,6.65,180,5,265.31,379.875,0.12712,-7.83999999999998
10,2,2020,18,43,29,28.44,1005.35,97.93,0.46228,6.65,180,5,264.44,379.2375,0.13444,-8.70999999999998
10,2,2020,18,43,30,28.44,1005.39,97.89,0.92456,0,180,5,263.81,379.7625,0.13331,-9.33999999999998
10,2,2020,18,43,31,28.44,1005.35,97.71,0.46228,6.65,180,5,264.51,379.3875,0.13669,-8.63999999999999
10,2,2020,18,43,32,28.42,1005.34,97.88,0.46228,6.65,180,5,264.14,379.8375,0.14063,-9.00999999999999
10,2,2020,18,43,33,28.44,1005.39,97.76,0.46228,6.65,180,5,263.81,380.1375,0.13725,-9.33999999999998
10,2,2020,18,43,34,28.45,1005.37,97.84,0.92456,0,180,5,264.36,379.875,0.13669,-8.78999999999996
10,2,2020,18,43,35,28.45,1005.38,97.89,0.46228,6.65,180,5,263.58,378.975,0.13781,-9.56999999999999
10,2,2020,18,43,36,28.44,1005.36,97.96,0.46228,6.65,180,5,264.51,379.95,0.13219,-8.63999999999999
10,2,2020,18,43,37,28.44,1005.36,98.04,0,6.65,180,5,264.19,380.475,0.13669,-8.95999999999998
10,2,2020,18,43,38,28.45,1005.38,97.95,-0.46228,6.65,180,5,264.94,379.1625,0.135,-8.20999999999998
10,2,2020,18,43,39,28.44,1005.38,97.82,0,6.65,180,5,264.16,379.8,0.1305,-8.98999999999995
10,2,2020,18,43,40,28.44,1005.37,97.87,0,0,180,5,263.66,380.025,0.13106,-9.48999999999995
10,2,2020,18,43,41,28.44,1005.36,97.93,-0.46228,6.65,180,5,263.76,380.625,0.13781,-9.38999999999999
10,2,2020,18,43,42,28.44,1005.38,97.95,0,6.65,180,5,264.96,379.875,0.13669,-8.19
10,2,2020,18,43,43,28.44,1005.38,97.82,-0.46228,0,180,5,264.56,379.3125,0.13331,-8.58999999999998
10,2,2020,18,43,44,28.44,1005.41,97.87,0,6.65,180,5,265.21,378.975,0.12938,-7.94
10,2,2020,18,43,45,28.11,1004.85,97.89,0,0,180,5,264.11,379.4625,0.13837,-9.03999999999996
10,2,2020,18,43,46,28.45,1005.4,97.97,0,6.65,180,5,265.33,379.9125,0.12881,-7.81999999999999
10,2,2020,18,43,47,28.44,1005.4,97.9,0,6.65,180,5,264.76,379.6875,0.13444,-8.38999999999999
10,2,2020,18,43,48,28.44,1005.41,98.06,0,0,180,5,264.71,380.7,0.13331,-8.44
10,2,2020,18,43,49,28.18,1004.95,97.88,0,6.65,135,5,264.71,379.6125,0.14006,-8.44
10,2,2020,18,43,50,28.45,1005.4,97.84,0,0,135,5,264.61,380.175,0.13612,-8.53999999999996
10,2,2020,18,43,51,28.45,1005.41,98.09,0,6.65,135,5,264.71,380.2875,0.13219,-8.44
10,2,2020,18,43,52,28.44,1005.4,97.82,0,0,135,5,265.7,379.725,0.13331,-7.44999999999999
10,2,2020,18,43,53,28.23,1005.08,97.76,0,6.65,135,5,264.86,379.05,0.135,-8.28999999999996
10,2,2020,18,43,54,28.44,1005.43,97.99,-0.46228,0,135,5,264.11,380.7375,0.12881,-9.03999999999996
10,2,2020,18,43,55,28.44,1005.41,98.12,-0.46228,6.65,135,5,265.55,380.3625,0.13725,-7.59999999999997
10,2,2020,18,43,56,28.44,1005.42,97.91,0,6.65,135,5,264.61,380.55,0.13387,-8.53999999999996
10,2,2020,18,43,57,28.29,1005.17,97.82,-0.46228,0,135,5,264.96,380.475,0.12938,-8.19
10,2,2020,18,43,58,28.44,1005.42,98.07,0,6.65,90,5,265.01,380.25,0.14231,-8.13999999999999
10,2,2020,18,43,59,28.44,1005.41,97.83,0,6.65,90,5,263.91,379.425,0.13556,-9.23999999999995
10,2,2020,18,44,0,28.44,1005.43,98.22,0,0,135,5,264.51,379.8375,0.13163,-8.63999999999999
10,2,2020,18,44,1,28.35,1005.28,97.97,0,6.65,135,5,264.91,379.9875,0.1305,-8.23999999999995
10,2,2020,18,44,2,28.44,1005.42,97.88,0,6.65,135,5,263.3,379.425,0.13894,-9.84999999999997
10,2,2020,18,44,3,28.44,1005.43,97.98,0.46228,6.65,90,5,264.91,379.575,0.12938,-8.23999999999995
10,2,2020,18,44,4,28.44,1005.39,98.03,0.46228,6.65,90,5,263.91,379.1625,0.13331,-9.23999999999995
10,2,2020,18,44,5,28.4,1005.35,98,0.92456,0,90,5,265.65,379.3875,0.135,-7.5
10,2,2020,18,44,6,28.44,1005.4,98,0.46228,6.65,135,5,263.53,380.625,0.135,-9.62
10,2,2020,18,44,7,28.44,1005.38,97.98,0.46228,6.65,135,5,263.4,380.1375,0.13106,-9.75
10,2,2020,18,44,8,28.44,1005.41,97.92,0.46228,6.65,135,5,264.71,379.0125,0.13163,-8.44
10,2,2020,18,44,9,28.43,1005.38,97.93,0.46228,6.65,180,5,264.51,379.9875,0.14006,-8.63999999999999
10,2,2020,18,44,10,28.44,1005.39,97.99,0.46228,0,135,5,264.91,379.1625,0.13781,-8.23999999999995
10,2,2020,18,44,11,28.44,1005.36,98,0.46228,13.3,135,5,263.96,378.825,0.13669,-9.19
10,2,2020,18,44,12,28.44,1005.4,98.07,0,6.65,135,5,264.91,379.575,0.13556,-8.23999999999995
10,2,2020,18,44,13,28.44,1005.39,97.83,0,6.65,135,5,264.11,379.9875,0.1395,-9.03999999999996
10,2,2020,18,44,14,28.44,1005.4,98.04,0,6.65,135,5,265.7,379.425,0.13556,-7.44999999999999
10,2,2020,18,44,15,28.44,1005.41,97.96,0,6.65,135,5,264.74,378.675,0.13331,-8.40999999999997
10,2,2020,18,44,16,28.44,1005.42,97.85,-0.46228,6.65,180,5,265.58,380.3625,0.13219,-7.56999999999999
10,2,2020,18,44,17,28.44,1005.42,98.09,0,6.65,180,5,265.31,379.9875,0.13612,-7.83999999999998
10,2,2020,18,44,18,28.44,1005.4,97.95,-0.46228,6.65,180,5,264.84,380.175,0.13219,-8.31
10,2,2020,18,44,19,28.44,1005.39,98.02,0,13.3,135,5,263.5,379.425,0.13275,-9.64999999999998
10,2,2020,18,44,20,28.44,1005.39,98.16,0,6.65,90,5,264.11,380.5125,0.12994,-9.03999999999996
10,2,2020,18,44,21,28.44,1005.39,98.04,0,13.3,90,5,264.01,379.725,0.12938,-9.13999999999999
10,2,2020,18,44,22,28.44,1005.39,97.96,0,6.65,135,5,264.31,380.4,0.13219,-8.83999999999998
10,2,2020,18,44,23,28.44,1005.4,97.92,-0.46228,13.3,135,5,264.51,379.2375,0.1395,-8.63999999999999
10,2,2020,18,44,24,28.44,1005.41,98.12,-0.46228,19.95,135,5,263.98,379.2375,0.13106,-9.16999999999996
10,2,2020,18,44,25,28.28,1005.13,98.08,-0.46228,13.3,90,5,264.11,379.7625,0.13163,-9.03999999999996
10,2,2020,18,44,26,28.12,1004.88,98.01,0,13.3,135,5,265.11,378.45,0.13894,-8.03999999999996
10,2,2020,18,44,27,28.44,1005.38,98,0.46228,19.95,90,5,264.51,380.4375,0.13331,-8.63999999999999
10,2,2020,18,44,28,28.43,1005.37,98.05,-0.46228,13.3,90,5,264.11,380.25,0.13725,-9.03999999999996
10,2,2020,18,44,29,28.43,1005.37,98.06,0,6.65,135,5,264.11,378.3375,0.13444,-9.03999999999996
10,2,2020,18,44,30,28.17,1004.93,98.12,0,13.3,135,5,265.26,379.5375,0.13612,-7.88999999999999
10,2,2020,18,44,31,28.43,1005.37,98.13,0.92456,13.3,135,5,263.66,379.875,0.12994,-9.48999999999995
10,2,2020,18,44,32,28.43,1005.38,98.06,0.46228,13.3,135,5,264.19,380.175,0.13163,-8.95999999999998
10,2,2020,18,44,33,28.44,1005.39,98.09,0.92456,6.65,135,5,264.54,379.3875,0.13106,-8.60999999999996
10,2,2020,18,44,34,28.2,1005.02,98.06,0.92456,6.65,90,5,263.5,380.325,0.14006,-9.64999999999998
10,2,2020,18,44,35,28.44,1005.4,98.09,0.46228,13.3,90,5,265.16,379.7625,0.13275,-7.98999999999995
10,2,2020,18,44,36,28.43,1005.39,97.87,0.46228,6.65,135,5,264.19,379.5,0.13275,-8.95999999999998
10,2,2020,18,44,37,28.43,1005.39,98.08,0,6.65,135,5,263.71,379.5,0.13612,-9.44
10,2,2020,18,44,38,28.25,1005.09,98.06,0,6.65,135,5,265.01,379.9875,0.13556,-8.13999999999999
10,2,2020,18,44,39,28.43,1005.38,98.05,0.92456,6.65,135,5,264.71,379.5,0.13444,-8.44
10,2,2020,18,44,40,28.43,1005.37,98.23,0,6.65,135,5,264.96,380.2875,0.13612,-8.19
10,2,2020,18,44,41,28.43,1005.37,98.16,0.46228,6.65,135,5,265.11,379.575,0.13612,-8.03999999999996
10,2,2020,18,44,42,28.31,1005.15,98.18,0.46228,6.65,135,5,265.03,379.0875,0.13781,-8.12
10,2,2020,18,44,43,28.43,1005.36,98.21,0,6.65,135,5,265.11,380.175,0.12712,-8.03999999999996
10,2,2020,18,44,44,28.43,1005.36,98.17,0,6.65,135,5,265.31,379.35,0.13894,-7.83999999999998
10,2,2020,18,44,45,28.43,1005.35,98.08,-0.46228,6.65,135,5,265.13,379.8375,0.13331,-8.01999999999998
10,2,2020,18,44,46,28.36,1005.26,98.08,-0.46228,6.65,135,5,264.59,380.7375,0.12994,-8.56
10,2,2020,18,44,47,28.43,1005.36,98.25,-0.46228,6.65,135,5,265.31,380.475,0.13444,-7.83999999999998
10,2,2020,18,44,48,28.43,1005.37,98.09,0,6.65,135,5,263.83,380.5125,0.12712,-9.31999999999999
10,2,2020,18,44,49,28.43,1005.37,98.25,0,13.3,135,5,264.11,378.9,0.13275,-9.03999999999996
10,2,2020,18,44,50,28.12,1004.84,98.07,0,6.65,135,5,264.29,379.2,0.12881,-8.85999999999996
10,2,2020,18,44,51,28.43,1005.34,98.26,-0.46228,6.65,135,5,264.91,379.0875,0.13387,-8.23999999999995
10,2,2020,18,44,52,28.43,1005.38,98.17,-0.46228,6.65,135,5,264.66,380.2125,0.13163,-8.48999999999995
10,2,2020,18,44,53,28.43,1005.37,98.07,0,6.65,135,5,264.59,379.65,0.13331,-8.56
10,2,2020,18,44,54,28.43,1005.38,98.13,0,6.65,135,5,264.11,379.4625,0.1305,-9.03999999999996
10,2,2020,18,44,55,28.43,1005.4,98.16,0,6.65,90,5,264.84,380.325,0.13725,-8.31
10,2,2020,18,44,56,28.42,1005.38,98.27,0.92456,6.65,90,5,263.48,379.6125,0.13556,-9.66999999999996
10,2,2020,18,44,57,28.43,1005.4,98.27,0,13.3,135,5,265.36,380.5875,0.13331,-7.78999999999996
10,2,2020,18,44,58,28.42,1005.38,98.24,0.46228,6.65,90,5,263.88,378.8625,0.126,-9.26999999999998
10,2,2020,18,44,59,28.43,1005.4,98.3,0.46228,6.65,90,5,264.11,378.75,0.12656,-9.03999999999996
10,2,2020,18,45,0,28.43,1005.4,98.28,1.38683,13.3,135,5,264.51,379.0125,0.135,-8.63999999999999
10,2,2020,18,45,1,28.43,1005.4,98.13,0.92456,6.65,135,5,264.21,379.9125,0.13556,-8.94
10,2,2020,18,45,2,28.43,1005.37,98.23,0.92456,6.65,135,5,264.74,380.2875,0.14006,-8.40999999999997
10,2,2020,18,45,3,28.1,1004.81,98.11,0.92456,13.3,135,5,264.11,379.5375,0.12656,-9.03999999999996
10,2,2020,18,45,4,28.43,1005.38,98.28,0.92456,6.65,135,5,263.81,379.05,0.12656,-9.33999999999998
10,2,2020,18,45,5,28.43,1005.34,98.24,0,13.3,180,5,263.81,379.2,0.13444,-9.33999999999998
10,2,2020,18,45,6,28.43,1005.37,98.4,0.92456,6.65,180,5,264.94,379.3125,0.13163,-8.20999999999998
10,2,2020,18,45,7,28.15,1004.9,98.16,0.46228,13.3,180,5,264.26,379.65,0.13612,-8.88999999999999
10,2,2020,18,45,8,28.43,1005.41,98.27,0,6.65,180,5,265.53,378.8625,0.13444,-7.62
10,2,2020,18,45,9,28.43,1005.39,98.26,0.46228,6.65,180,5,264.66,379.5,0.13275,-8.48999999999995
10,2,2020,18,45,10,28.42,1005.36,98.19,0.46228,13.3,180,5,265.06,380.175,0.13387,-8.08999999999998
10,2,2020,18,45,11,28.19,1004.98,98.25,0,6.65,180,5,265.21,379.875,0.135,-7.94
10,2,2020,18,45,12,28.43,1005.39,98.36,0.92456,6.65,135,5,264.03,379.2375,0.13781,-9.12
10,2,2020,18,45,13,28.42,1005.39,98.29,0,6.65,135,5,265.16,379.875,0.135,-7.98999999999995
10,2,2020,18,45,14,28.43,1005.4,98.3,0,13.3,135,5,264.91,380.1375,0.13725,-8.23999999999995
10,2,2020,18,45,15,27.94,1004.57,98.32,0.46228,6.65,135,5,264.51,379.575,0.13444,-8.63999999999999
10,2,2020,18,45,16,28.43,1005.39,98.36,0.92456,0,135,5,264.11,380.1375,0.13163,-9.03999999999996
10,2,2020,18,45,17,28.42,1005.39,98.17,0.46228,6.65,135,5,263.76,380.2125,0.12994,-9.38999999999999
10,2,2020,18,45,18,28.42,1005.4,98.26,0.46228,6.65,135,5,264.91,380.25,0.1395,-8.23999999999995
10,2,2020,18,45,19,28.27,1005.14,98.3,0.46228,6.65,90,5,265.36,379.8,0.1305,-7.78999999999996
10,2,2020,18,45,20,28.42,1005.37,98.57,0.92456,6.65,0,5,264.66,379.125,0.13106,-8.48999999999995
10,2,2020,18,45,21,28.42,1005.38,98.25,0.46228,6.65,315,5,264.51,379.2,0.13331,-8.63999999999999
10,2,2020,18,45,22,28.42,1005.39,98.37,0,0,225,5,264.54,379.575,0.13444,-8.60999999999996
10,2,2020,18,45,23,28.33,1005.25,98.46,-0.46228,6.65,135,5,263.63,379.6875,0.13444,-9.51999999999998
10,2,2020,18,45,24,28.42,1005.38,98.34,0,6.65,90,5,263.73,378.45,0.13219,-9.41999999999996
10,2,2020,18,45,25,28.42,1005.38,98.33,0,0,90,5,264.91,379.875,0.13219,-8.23999999999995
10,2,2020,18,45,26,28.42,1005.4,98.3,-0.46228,6.65,135,5,264.61,379.725,0.13669,-8.53999999999996
10,2,2020,18,45,27,28.39,1005.34,98.34,0,6.65,135,5,264.03,379.6875,0.13387,-9.12
10,2,2020,18,45,28,28.42,1005.39,98.42,0,6.65,135,5,265.16,379.7625,0.13163,-7.98999999999995
10,2,2020,18,45,29,28.42,1005.41,98.37,0,0,90,5,263.66,379.65,0.12994,-9.48999999999995
10,2,2020,18,45,30,28.42,1005.42,98.28,0,6.65,90,5,263.96,379.6875,0.13556,-9.19
10,2,2020,18,45,31,28.42,1005.43,98.41,0,6.65,90,5,264.26,379.95,0.13612,-8.88999999999999
10,2,2020,18,45,32,28.42,1005.41,98.39,0,6.65,135,5,265.33,378.75,0.13444,-7.81999999999999
10,2,2020,18,45,33,28.42,1005.43,98.35,-0.46228,0,135,5,265.31,380.1375,0.13387,-7.83999999999998
10,2,2020,18,45,34,28.42,1005.44,98.16,0.46228,6.65,135,5,264.91,378.825,0.13219,-8.23999999999995
10,2,2020,18,45,35,28.42,1005.4,98.48,0.92456,6.65,135,5,264.61,379.0125,0.13669,-8.53999999999996
10,2,2020,18,45,36,28.04,1004.8,98.47,0.92456,6.65,135,5,263.53,379.725,0.13163,-9.62
10,2,2020,18,45,37,28.42,1005.41,98.38,0.46228,0,90,5,264.56,379.9125,0.135,-8.58999999999998
10,2,2020,18,45,38,28.42,1005.43,98.32,0.46228,6.65,90,5,265.41,379.425,0.13781,-7.73999999999995
10,2,2020,18,45,39,28.42,1005.4,98.39,0.92456,6.65,90,5,264.86,380.25,0.13275,-8.28999999999996
10,2,2020,18,45,40,28.1,1004.86,98.35,0.46228,6.65,90,5,264.46,379.05,0.135,-8.69
10,2,2020,18,45,41,28.42,1005.4,98.43,0,0,135,5,264.59,379.6125,0.13331,-8.56
10,2,2020,18,45,42,28.42,1005.4,98.43,0.46228,6.65,90,5,264.51,379.8,0.13444,-8.63999999999999
10,2,2020,18,45,43,28.42,1005.44,98.4,0.46228,6.65,90,5,265.28,379.05,0.13331,-7.87
10,2,2020,18,45,44,28.15,1004.94,98.33,0.46228,6.65,90,5,264.51,379.725,0.13781,-8.63999999999999
10,2,2020,18,45,45,28.42,1005.41,98.59,0.46228,0,0,5,264.34,379.4625,0.13163,-8.81
10,2,2020,18,45,46,28.42,1005.4,98.39,0,6.65,45,5,264.31,378.5625,0.13669,-8.83999999999998
10,2,2020,18,45,47,28.42,1005.4,98.51,-0.46228,6.65,45,5,264.86,379.4625,0.13275,-8.28999999999996
10,2,2020,18,45,48,28.19,1005.02,98.45,0,0,45,5,265.46,379.3125,0.135,-7.69
10,2,2020,18,45,49,28.42,1005.42,98.31,0.46228,0,45,5,264.56,379.6125,0.13669,-8.58999999999998
10,2,2020,18,45,50,28.42,1005.38,98.45,-0.46228,6.65,45,5,264.03,379.5,0.13387,-9.12
10,2,2020,18,45,51,28.42,1005.41,98.43,0,0,90,5,264.54,378.525,0.13387,-8.60999999999996
10,2,2020,18,45,52,28.25,1005.14,98.39,0,6.65,180,5,265.7,378.8625,0.13387,-7.44999999999999
10,2,2020,18,45,53,28.42,1005.4,98.39,0,0,180,5,264.36,379.65,0.1305,-8.78999999999996
10,2,2020,18,45,54,28.42,1005.43,98.6,0.46228,0,180,5,264.91,379.4625,0.13556,-8.23999999999995
10,2,2020,18,45,55,28.42,1005.44,98.35,0.46228,6.65,180,5,264.61,379.2,0.12825,-8.53999999999996
10,2,2020,18,45,56,28.3,1005.24,98.54,0.92456,0,135,5,264.14,380.25,0.13331,-9.00999999999999
10,2,2020,18,45,57,28.42,1005.38,98.56,0.92456,0,135,5,264.91,380.175,0.135,-8.23999999999995
10,2,2020,18,45,58,28.42,1005.42,98.52,0.46228,6.65,135,5,264.41,378.975,0.13669,-8.73999999999995
10,2,2020,18,45,59,28.42,1005.43,98.25,0.46228,0,135,5,265.06,379.125,0.13275,-8.08999999999998
10,2,2020,18,46,0,28.35,1005.32,98.56,0.46228,6.65,135,5,264.09,379.8,0.13612,-9.06
10,2,2020,18,46,1,28.41,1005.41,98.55,0,0,135,5,264.86,379.9875,0.13275,-8.28999999999996
10,2,2020,18,46,2,28.41,1005.38,98.35,0.46228,6.65,135,5,263.93,379.6875,0.13106,-9.21999999999997
10,2,2020,18,46,3,28.42,1005.41,98.43,0.46228,6.65,135,5,264.26,379.8375,0.13219,-8.88999999999999
10,2,2020,18,46,4,28.41,1005.39,98.33,0.46228,0,135,5,264.34,379.875,0.13669,-8.81
10,2,2020,18,46,5,28.41,1005.39,98.43,0.46228,6.65,135,5,264.03,379.2375,0.13275,-9.12
10,2,2020,18,46,6,28.42,1005.42,98.39,0.46228,13.3,135,5,264.99,379.2,0.13837,-8.15999999999997
10,2,2020,18,46,7,28.42,1005.41,98.66,0.46228,6.65,90,5,264.86,380.0625,0.13275,-8.28999999999996
10,2,2020,18,46,8,28.42,1005.43,98.66,0.46228,13.3,90,5,264.51,379.5375,0.13556,-8.63999999999999
10,2,2020,18,46,9,28.41,1005.42,98.46,0.92456,6.65,90,5,263.96,380.1,0.135,-9.19
10,2,2020,18,46,10,28.41,1005.37,98.67,0.46228,6.65,90,5,264.11,378.5625,0.13444,-9.03999999999996
10,2,2020,18,46,11,28.41,1005.38,98.56,0.92456,13.3,180,5,263.58,379.575,0.13444,-9.56999999999999
10,2,2020,18,46,12,28.42,1005.38,98.46,0.46228,6.65,90,5,264.21,379.1625,0.13106,-8.94
10,2,2020,18,46,13,28.05,1004.76,98.45,0.46228,6.65,180,5,265.01,379.5,0.13444,-8.13999999999999
10,2,2020,18,46,14,28.41,1005.35,98.52,0.92456,6.65,180,5,265.08,379.3125,0.13331,-8.06999999999999
10,2,2020,18,46,15,28.41,1005.36,98.34,0.46228,6.65,135,5,264.56,379.575,0.1305,-8.58999999999998
10,2,2020,18,46,16,28.41,1005.36,98.46,0.46228,6.65,180,5,264.91,379.05,0.13781,-8.23999999999995
10,2,2020,18,46,17,28.12,1004.87,98.57,0.46228,6.65,180,5,264.64,379.5,0.13669,-8.50999999999999
10,2,2020,18,46,18,28.41,1005.38,98.45,0.46228,6.65,135,5,264.91,379.05,0.13331,-8.23999999999995
10,2,2020,18,46,19,28.41,1005.4,98.46,0.46228,6.65,135,5,264.81,379.35,0.12769,-8.33999999999998
10,2,2020,18,46,20,28.41,1005.41,98.45,0.46228,6.65,135,5,264.44,378.975,0.135,-8.70999999999998
10,2,2020,18,46,21,28.17,1004.99,98.42,0.46228,6.65,135,5,264.91,379.2,0.13387,-8.23999999999995
10,2,2020,18,46,22,28.41,1005.41,98.6,0.46228,6.65,135,5,264.84,378.9375,0.13444,-8.31
10,2,2020,18,46,23,28.41,1005.37,98.53,0,6.65,135,5,264.81,380.025,0.13331,-8.33999999999998
10,2,2020,18,46,24,28.41,1005.4,98.51,0,13.3,135,5,264.41,379.275,0.12994,-8.73999999999995
10,2,2020,18,46,25,27.92,1004.58,98.35,0,6.65,90,5,263.71,379.3875,0.12544,-9.44
10,2,2020,18,46,26,28.42,1005.42,98.47,0,6.65,90,5,264.51,379.575,0.13331,-8.63999999999999
10,2,2020,18,46,27,28.41,1005.39,98.61,0.46228,6.65,90,5,265.26,379.0875,0.135,-7.88999999999999
10,2,2020,18,46,28,28.41,1005.38,98.5,-0.46228,13.3,135,5,265.48,380.5125,0.13275,-7.66999999999996
10,2,2020,18,46,29,28.29,1005.24,98.55,-0.46228,6.65,180,5,263.73,378.6375,0.12994,-9.41999999999996
10,2,2020,18,46,30,28.41,1005.39,98.55,-0.46228,6.65,180,5,264.34,379.05,0.13669,-8.81
10,2,2020,18,46,31,28.41,1005.4,98.53,-0.46228,6.65,180,5,264.11,378.75,0.135,-9.03999999999996
10,2,2020,18,46,32,28.41,1005.4,98.44,0,6.65,180,5,264.36,379.0125,0.135,-8.78999999999996
10,2,2020,18,46,33,28.35,1005.3,98.56,0,6.65,90,5,264.91,379.275,0.13219,-8.23999999999995
10,2,2020,18,46,34,28.41,1005.38,98.55,-0.46228,6.65,135,5,264.81,380.4375,0.13106,-8.33999999999998
10,2,2020,18,46,35,28.41,1005.39,98.53,0,13.3,135,5,264.11,379.9125,0.13275,-9.03999999999996
