DIA,MES,ANO,HORA,MINUTO,SEGUNDO,TEMP1,TEMP2
11,2,2020,0,7,39,18.58,21.58
11,2,2020,0,7,40,18.18,21.11
11,2,2020,0,7,41,18.08,22.82
11,2,2020,0,7,42,17.58,20.08
11,2,2020,0,7,43,17.78,20.68
11,2,2020,0,7,44,19.85,22.37
11,2,2020,0,7,45,19.08,21.21
11,2,2020,0,7,46,19.20,21.21
11,2,2020,0,7,47,18.78,21.03
11,2,2020,0,7,48,18.68,20.55
11,2,2020,0,7,49,17.90,21.89
11,2,2020,0,7,50,18.68,20.93
11,2,2020,0,7,51,18.28,20.90
11,2,2020,0,7,52,18.00,21.58
11,2,2020,0,7,53,18.13,22.01
11,2,2020,0,7,54,18.43,21.53
11,2,2020,0,7,55,18.13,21.63
11,2,2020,0,7,56,19.50,22.97
11,2,2020,0,7,57,18.43,20.98
11,2,2020,0,7,58,18.48,22.24
11,2,2020,0,7,59,19.45,20.48
11,2,2020,0,8,0,19.75,20.58
11,2,2020,0,8,1,18.38,20.98
11,2,2020,0,8,2,18.95,22.16
11,2,2020,0,8,3,18.83,20.50
11,2,2020,0,8,4,18.93,22.37
11,2,2020,0,8,5,18.98,21.58
11,2,2020,0,8,6,18.85,20.75
11,2,2020,0,8,7,17.73,21.56
11,2,2020,0,8,8,18.58,21.03
11,2,2020,0,8,9,18.00,20.35
11,2,2020,0,8,10,18.80,22.09
11,2,2020,0,8,11,17.98,21.26
11,2,2020,0,8,12,19.28,21.99
11,2,2020,0,8,13,18.93,21.61
11,2,2020,0,8,14,18.88,21.56
11,2,2020,0,8,15,18.70,21.46
11,2,2020,0,8,16,18.68,21.56
11,2,2020,0,8,17,18.75,20.38
11,2,2020,0,8,18,18.75,22.19
11,2,2020,0,8,19,20.25,22.16
11,2,2020,0,8,20,19.25,21.46
11,2,2020,0,8,21,19.43,20.23
11,2,2020,0,8,22,18.28,19.93
11,2,2020,0,8,23,17.93,22.82
11,2,2020,0,8,24,17.48,20.28
11,2,2020,0,8,25,18.53,21.31
11,2,2020,0,8,26,20.45,20.00
11,2,2020,0,8,27,20.23,22.27
11,2,2020,0,8,28,19.13,21.38
11,2,2020,0,8,29,19.05,20.85
11,2,2020,0,8,30,18.03,19.88
11,2,2020,0,8,31,18.18,20.85
11,2,2020,0,8,32,18.75,21.63
11,2,2020,0,8,33,19.63,20.48
11,2,2020,0,8,34,19.58,21.74
11,2,2020,0,8,35,18.63,20.58
11,2,2020,0,8,36,19.90,20.35
11,2,2020,0,8,37,19.25,19.83
11,2,2020,0,8,38,19.20,20.38
11,2,2020,0,8,39,18.15,21.08
11,2,2020,0,8,40,18.58,21.21
11,2,2020,0,8,41,20.25,22.32
11,2,2020,0,8,42,18.18,20.68
11,2,2020,0,8,43,18.28,21.28
11,2,2020,0,8,44,18.28,21.21
11,2,2020,0,8,45,18.20,20.93
11,2,2020,0,8,46,18.45,22.01
11,2,2020,0,8,47,18.70,21.76
11,2,2020,0,8,48,19.25,22.47
11,2,2020,0,8,49,19.15,21.21
11,2,2020,0,8,50,19.98,20.43
11,2,2020,0,8,51,19.93,20.18
11,2,2020,0,8,52,18.85,22.01
11,2,2020,0,8,53,18.88,22.75
11,2,2020,0,8,54,19.43,21.79
11,2,2020,0,8,55,17.23,21.13
11,2,2020,0,8,56,19.38,21.74
11,2,2020,0,8,57,18.63,22.29
11,2,2020,0,8,58,18.00,21.74
11,2,2020,0,8,59,20.03,21.96
11,2,2020,0,9,0,18.28,21.68
11,2,2020,0,9,1,17.95,21.81
11,2,2020,0,9,2,17.60,22.57
11,2,2020,0,9,3,19.10,21.21
11,2,2020,0,9,4,18.28,21.21
11,2,2020,0,9,5,18.33,21.86
11,2,2020,0,9,6,19.20,20.65
11,2,2020,0,9,7,17.18,22.19
11,2,2020,0,9,8,18.85,21.26
11,2,2020,0,9,9,19.18,20.80
11,2,2020,0,9,10,19.45,21.76
11,2,2020,0,9,11,19.15,21.38
11,2,2020,0,9,12,18.25,20.98
11,2,2020,0,9,13,18.58,20.83
11,2,2020,0,9,14,19.98,19.78
11,2,2020,0,9,15,19.70,21.13
11,2,2020,0,9,16,18.50,21.08
11,2,2020,0,9,17,19.60,20.98
11,2,2020,0,9,18,19.15,21.53
11,2,2020,0,9,19,18.43,20.43
11,2,2020,0,9,20,18.78,19.78
11,2,2020,0,9,21,19.48,22.01
11,2,2020,0,9,22,18.40,21.99
11,2,2020,0,9,23,19.95,21.61
11,2,2020,0,9,24,20.00,21.41
11,2,2020,0,9,25,18.95,22.14
11,2,2020,0,9,26,18.50,20.93
11,2,2020,0,9,27,18.00,21.38
